Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
SEATONS,6,7,13,152,123,0,22,0,2,246,75,646
NATIONAL GRID COMPANY PLC,0,0,0,0,0,0,0,0,0,591,54,645
THE LONDON BOROUGH OF HARROW,2,0,1,17,39,3,2,0,20,506,54,644
MALCOLM C FOY & CO LIMITED,5,24,35,108,72,0,186,0,2,155,56,643
BURNETTS,10,6,12,132,76,0,13,0,19,291,81,640
Tolhurst & Fisher,6,21,10,142,71,0,18,0,10,270,88,636
DEBENHAMS OTTAWAY,7,9,4,95,48,0,15,0,7,349,100,634
FOSTERS,10,5,12,176,112,0,22,0,10,210,74,631
MORGAN MANAGEMENT LIMITED,0,0,0,1,0,0,0,0,0,441,188,630
PORTER DODSON,19,8,6,122,54,1,17,0,15,282,105,629
WHITEHEAD MONCKTON,5,6,16,127,72,0,11,0,13,272,104,626
CORNWALL COUNCIL,2,0,1,61,5,1,1,0,4,507,43,625
ANGEL WILKINS LLP,3,9,13,163,104,0,17,0,4,195,116,624
SHERRARDS,2,47,3,180,73,1,26,0,3,219,69,623
WILKINSON WOODWARD NORCLIFFE & CO,15,10,10,155,116,0,13,0,8,229,67,623
SOVEREIGN HOUSING ASSOCIATION LTD,0,0,0,16,0,0,0,0,4,425,176,621
Hewitts,8,4,49,132,121,0,51,0,15,174,66,620
Kitson Hutchings,5,24,15,137,85,0,6,0,8,247,89,616
ACORN LIMITED,0,0,0,0,0,0,0,0,0,602,11,613
METCALFE COPEMAN & PETTEFAR,7,3,4,107,69,0,15,0,9,292,105,611
TBD LEGAL LIMITED,2,13,6,124,116,0,13,0,2,200,135,611
HENRIQUES GRIFFITHS & CO,7,3,5,135,105,0,4,0,10,235,106,610
TINKLIN SPRINGALL,0,34,3,122,92,0,34,0,1,230,94,610
GIRLINGS,3,11,7,130,77,0,20,0,9,253,99,609
WOODFINES SOLICITORS,9,11,8,120,64,0,25,0,15,277,80,609
Nockolds,3,12,6,121,48,0,15,0,16,297,90,608
HARROWELLS (INC POWELL & YOUNG),8,22,18,103,79,0,99,0,15,205,58,607
HILLYER MCKEOWN,5,14,5,133,80,0,21,0,11,221,117,607
PIER MANAGEMENT LTD,0,1,0,15,0,0,2,0,0,422,167,607
Tozers LLP,2,14,23,118,89,0,37,0,6,248,70,607
LODDERS LLP,3,2,7,145,30,1,14,0,25,303,75,605
WOSSKOW BROWN,9,6,20,161,112,0,9,0,8,190,90,605
BOVIS HOMES (SOUTH WEST),0,2,2,32,67,0,0,0,2,390,108,603
BREARLEYS,8,3,9,147,112,0,7,0,8,214,94,602
FORBES SOLICITORS,4,4,12,104,56,0,39,0,92,237,53,601
BERRY SMITH LLP,1,1,1,146,132,0,9,0,8,234,65,597
TOGETHER COMMERCIAL FINANCE LTD,0,0,0,196,131,0,1,0,0,208,60,596
HEDLEYS & CO (SUNDERLAND),3,18,53,106,93,0,102,0,2,141,76,594
LEEDS CITY COUNCIL,1,0,0,12,34,5,0,0,11,480,51,594
WOODCOCKS HAWORTH & NUTTALL,8,2,6,103,83,1,6,0,32,286,67,594
WEST BROMWICH BUILDING SOCIETY,0,0,0,573,18,0,0,0,0,0,2,593
MAINSTAY GROUP LIMITED,0,0,0,0,0,0,0,0,0,427,165,592
ADAMS & REMERS,3,14,3,107,48,0,13,0,3,318,81,590
MOON BEEVER,0,4,0,169,12,0,3,0,0,382,18,588
FISHER GERMAN LLP,0,0,0,0,0,0,0,0,0,533,52,585
ILIFFES BOOTH BENNETT (IBB),0,40,6,106,48,0,11,0,15,285,73,584
MATTHEW MONTGOMERY & CO,3,45,5,124,65,0,65,0,5,211,60,583
NELSONS SOLICITORS LLP,2,9,12,153,80,0,25,0,12,225,65,583
BANK OF SCOTLAND,0,0,0,203,0,0,0,0,0,376,2,581
CAPSTICKS SOLICITORS LLP,0,15,6,150,13,0,13,0,8,292,84,581
DEZREZLEGAL LIMITED,4,1,9,114,135,0,23,0,3,172,118,579
GILBERT STEPHENS SOLICITORS,6,23,15,166,73,0,11,0,6,213,66,579
FIELD SEYMOUR PARKES,2,7,4,103,38,0,25,0,12,297,90,578
RONALD FLETCHER BAKER LLP,2,20,0,119,84,1,21,0,10,221,100,578
Hartley & Worstenholme,6,3,6,126,93,0,13,0,67,182,81,577
SA LAW INCORPORATING PICKWORTHS,2,17,7,83,45,0,13,0,10,287,113,577
SHAKESPEARE MARTINEAU LLP (8627180),7,18,10,105,63,1,16,0,7,294,56,577
TAYLOR WIMPEY UK LTD (NORTHERN DIVISION),0,1,1,61,40,0,1,0,7,198,268,577
TAYLOR WIMPEY UK LTD (SOUTH EAST),0,16,3,17,11,0,0,0,12,395,122,576
EYRE & JOHNSON LIMITED,0,0,0,0,0,0,0,0,0,531,44,575
SOUTHWARK LONDON BOROUGH,0,1,0,24,5,0,0,0,3,519,23,575
Tinsdills Solicitors,9,3,15,128,66,0,24,0,9,248,72,574
Higgs & Sons,5,11,4,116,59,19,4,1,6,298,50,573
TAYNTONS (LS) LIMITED,3,25,10,120,79,0,44,0,22,179,90,572
ANGLIAN WATER SERVICES LTD,0,0,5,173,1,0,4,0,3,371,14,571
Countrywide Tax & Trust Corporation,8,0,0,147,3,0,0,0,9,397,6,570
FARNFIELDS,10,7,7,123,83,0,21,0,4,230,84,569
GREENFIELDS COMMUNITY HOUSING LTD,0,0,0,0,0,0,0,0,0,7,562,569
ANTHONY GOLD,1,27,3,96,46,0,16,0,2,295,81,567
LACEYS,3,23,3,99,54,0,12,0,3,272,98,567
TAYLOR BRACEWELL,8,1,26,166,75,0,72,0,4,149,66,567
Wolferstans,6,21,14,137,70,0,16,0,8,215,76,563
THOMSON BROADBENT PRPTY COMPEN LTD,0,0,0,0,0,0,0,0,0,556,6,562
Rowlinsons Solicitors,5,11,8,135,104,0,21,0,5,172,100,561
LAWRENCE STEPHENS,0,8,2,82,133,0,5,0,23,253,54,560
NATIONAL CRIME AGENCY,0,0,0,46,0,1,0,0,1,476,35,559
OCEAN PROPERTY LAWYERS LTD,3,18,2,98,107,0,35,0,3,182,111,559
BOLT BURDON,0,32,6,76,41,0,13,0,4,309,77,558
WOLLEN MICHELMORE,5,5,7,126,87,0,15,0,3,210,100,558
192.COM LTD,0,0,0,0,0,0,0,0,0,557,0,557
THE PARTNERSHIP (2009) LIMITED,0,15,4,121,152,0,15,0,1,144,101,553
ALLSOP LLP,0,0,0,0,0,0,0,0,0,499,53,552
DWFM BECKHAM,0,20,5,122,38,0,22,0,3,281,61,552
Nantes,5,11,7,88,55,0,11,0,62,242,71,552
NATIONAL COUNTIES BUILDING SOCIETY,0,0,0,103,104,0,0,0,0,341,2,550
BG SOLICITORS LLP,9,2,8,147,88,0,14,0,9,207,65,549
BAND HATTON BUTTON LLP,14,28,21,139,57,0,17,0,6,200,66,548
Poole Alcock LLP,9,10,6,138,84,0,27,0,5,177,92,548
Jaffe Porter Crossick LLP,1,10,1,93,34,0,11,0,0,314,83,547
SIMMONS & SIMMONS,0,0,0,9,42,24,4,0,20,322,125,546
STREATHERS SOLICITORS LLP,0,6,1,62,47,1,15,0,5,270,137,544
A SHADE GREENER,0,2,0,139,0,0,0,0,0,326,76,543
Williamsons Solicitors Limited,2,4,17,145,91,0,28,0,5,182,68,542
K & L GATES LLP,0,4,1,28,315,2,5,0,4,151,30,540
TICKLE HALL CROSS,11,5,10,112,66,0,14,0,91,160,71,540
MACHINS,3,14,3,135,57,0,13,0,8,230,76,539
JONES & COMPANY,16,4,10,132,69,0,8,0,59,181,59,538
MOGERS DREWETT LLP,12,9,12,104,46,0,13,0,17,254,71,538
NOTTING HILL HOME OWNERSHIP,0,0,0,0,0,0,0,0,0,78,459,537
FURLEY PAGE LLP,6,11,9,94,31,0,8,0,8,298,71,536
LETMC,0,0,0,0,0,0,0,0,0,534,0,534
COUNTY SOLICITORS LIMITED,3,3,5,96,88,0,15,0,4,223,95,532
SCOTT FOWLER,8,29,39,134,31,0,116,0,4,139,32,532
TQ PROPERTY LAWYERS LTD,0,0,0,2,98,0,62,0,24,249,97,532
ULTRATOWN LIMITED,0,0,3,7,5,0,12,0,3,464,38,532
Jefferies Essex LLP,3,6,7,106,90,0,10,0,7,230,70,529
COVENTRY CITY COUNCIL,0,0,0,6,0,0,0,0,0,521,1,528
E D C LORD & CO,0,10,6,122,92,1,26,0,7,193,71,528
LEGAL AND CONTINGENCY LTD,0,0,0,0,0,0,0,0,0,418,110,528
TALLENTS SOLICITORS,6,5,45,112,59,0,41,0,5,184,71,528
KENT COUNTY COUNCIL,1,1,1,13,3,3,4,0,9,467,25,527
SALEHS LLP,4,13,4,91,74,0,11,0,3,237,90,527
BDO LLP,0,0,0,0,0,0,0,0,0,519,7,526
E J WINTER & SON,0,13,10,32,53,0,178,0,0,155,85,526
PERSIMMON (NORTHERN REGION - YORK OFFICE),0,0,9,70,114,0,2,0,17,231,83,526
APPRAISERS UK LTD,0,0,0,0,0,0,0,0,0,525,0,525
MEMERY CRYSTAL LLP,0,7,6,52,47,0,11,0,11,333,58,525
WANNOP FOX STAFFURTH & BRAY,4,18,9,95,55,2,12,0,4,226,100,525
JONES DAY,0,58,1,58,84,0,5,0,1,257,59,523
BLASER MILLS INCORPORATING NORRIS BAZZARD,7,11,7,105,76,1,12,0,4,210,89,522
WILLANS LLP,10,9,4,105,53,1,23,0,7,217,91,520
AMICUS FINANCE PLC,0,0,0,0,0,0,0,0,0,519,0,519
CO-OPERATIVE GROUP LEGAL DEPARTMENT,0,11,0,35,6,0,8,0,5,392,62,519
PALMERS LAW (ESSEX),6,14,7,129,70,0,6,0,10,194,83,519
BURY & WALKERS LLP,9,1,7,135,70,1,3,0,11,217,64,518
SANTANDER UK PLC,0,0,0,73,0,0,0,0,0,436,9,518
GARRATTS SOLICITORS,3,2,5,118,95,0,10,0,39,195,50,517
CURTIS SOLICITORS INC WHITEFORD CROCKER,2,7,7,107,108,0,11,0,8,177,89,516
BOING RAPID SECURE LIMITED,0,0,0,0,0,0,0,0,0,515,0,515
EDWIN COE LLP,0,9,0,46,51,44,4,0,54,205,102,515
PITMANS,3,17,8,105,37,2,14,0,16,245,68,515
BARTONS,4,10,9,83,49,0,10,0,32,245,72,514
FARLEYS,7,8,3,113,55,1,10,0,81,190,45,513
STREETER MARSHALL,2,20,5,104,40,1,13,0,7,246,75,513
E.ON ENERGY SOLUTIONS LIMITED,0,0,0,1,0,0,0,0,0,509,2,512
JUST CASH FLOW PLC,0,0,0,0,0,0,0,0,0,511,0,511
LONDON & QUADRANT HOUSING TRUST,0,0,0,0,0,0,0,0,0,335,176,511
NORTHUMBRIAN WATER LIMITED,0,0,0,88,1,0,0,0,38,364,19,510
Cozens-Hardy LLP,9,9,10,125,92,0,22,0,21,158,63,509
GOTELEE SOLICITORS,12,1,8,83,45,0,11,0,18,246,84,508
SMURF PROPERTY PORTFOLIOS LTD,0,0,0,0,0,0,0,0,0,508,0,508
UK POWER NETWORKS (OPERATIONS) LTD,0,0,0,0,0,0,0,0,0,405,102,507
CHAFES,6,13,5,124,58,0,12,0,5,212,71,506
CRANE & WALTON SOLICITORS,11,6,19,120,88,0,10,0,7,188,56,505
THOMSON WEBB & CORFIELD,1,16,12,128,59,0,21,0,10,188,69,504
AARON & PARTNERS,51,4,4,197,23,0,7,0,11,172,33,502
AVIVA EQUITY RELEASE (UK) LIMITED,0,0,0,459,36,0,0,0,0,7,0,502
BRIDGECO LIMITED,0,0,0,0,0,0,0,0,0,502,0,502
GLAISYERS SOLICITORS LLP,3,13,6,98,68,1,38,0,11,197,64,499
OWEN WHITE & CATLIN,0,13,4,83,49,0,7,0,3,261,79,499
WANSBROUGHS,3,3,4,110,65,2,16,0,6,223,67,499
STIRLING ACKROYD LTD,0,0,0,0,0,0,0,0,0,498,0,498
ASB LAW,2,6,7,108,25,0,8,0,10,251,80,497
MARSDEN RAWSTHORN LLP,10,9,5,87,98,0,18,0,11,192,66,496
SHEFFIELD CITY COUNCIL,29,0,0,60,14,0,2,0,2,286,103,496
TAMESIDE MBC,0,0,0,2,0,0,0,0,61,414,19,496
CHAMONIX ESTATES LTD,0,0,0,0,0,0,0,0,0,365,129,494
Matthew & Matthew,3,17,10,99,74,0,17,0,10,189,74,493
EXPRESS ESTATE AGENTS LTD,0,0,0,0,0,0,0,0,0,492,0,492
GILROY STEEL,5,0,1,82,78,1,11,0,9,205,100,492
WALLACE LLP,0,6,0,54,11,0,26,0,9,302,84,492
Chubb Bulleid,6,6,18,102,61,2,20,0,10,207,59,491
KINGSFORDS,1,7,22,85,73,1,19,0,4,189,87,488
LCF RESIDENTIAL LTD,2,0,8,112,93,0,8,0,5,168,92,488
WILSONS SOLICITORS LLP,4,5,4,87,24,0,10,0,6,251,97,488
CLARION SOLICITORS LTD,3,2,3,74,93,0,8,0,11,239,54,487
FRESHFIELDS BRUCKHAUS DERINGER LLP,0,2,0,23,50,2,0,0,0,397,13,487
KINLEIGH FOLKARD & HAYWARD,0,0,0,0,0,0,0,0,1,471,15,487
SAVILLS (UK) LIMITED,0,0,0,0,0,0,0,0,0,397,90,487
SEVERN TRENT RETAIL SERVICES,0,0,0,45,0,0,0,0,0,442,0,487
UNITED UTILITIES WATER,0,0,2,23,0,0,5,0,1,410,46,487
Brewer Harding & Rowe,10,4,11,106,61,0,18,0,10,206,60,486
Bradbury Roberts & Raby,8,2,4,123,125,0,17,0,3,132,71,485
MUNDAYS,3,18,5,103,58,0,9,0,7,224,58,485
CENTRAL TRUST LIMITED,0,0,0,123,45,0,0,0,0,308,7,483
NEIL MYERSON LLP,0,7,4,258,16,0,8,0,4,141,45,483
FORRESTER SYLVESTER MACKETT,8,5,15,112,65,0,12,0,13,186,66,482
LIVERPOOL CITY COUNCIL,0,1,0,8,4,0,0,0,3,455,11,482
NOTTINGHAM BUILDING SOCIETY,0,0,0,479,0,0,0,0,0,0,0,479
ABERDEIN CONSIDINE & COMPANY,0,0,0,4,0,31,0,0,1,281,161,478
BARLOW ROBBINS,2,24,3,107,29,0,7,0,5,239,60,476
BHW SOLICITORS,8,11,46,84,71,0,76,0,1,125,54,476
KEW LAW LLP,2,5,5,95,90,0,17,0,13,173,76,476
MCHALE & CO,8,21,3,91,62,0,31,0,5,190,64,475
FAMILY MOSAIC HOUSING,0,0,0,0,0,0,0,0,0,411,63,474
NORTON ROSE LLP,0,7,1,17,58,39,77,0,0,224,51,474
TAYLOR WIMPEY UK LTD (EAST DIVISION),0,10,6,30,24,0,0,0,6,308,90,474
VINCENTS SOLICITORS,6,4,3,111,54,0,38,0,3,189,65,473
BOWLING & CO,1,10,2,83,63,0,39,0,4,204,66,472
HSK SOLICITORS LLP,0,11,4,102,70,0,13,0,2,212,58,472
HALLETT & CO,2,8,14,93,49,0,8,0,5,235,57,471
AMIGO LOANS LTD,0,0,0,1,0,0,0,0,0,469,0,470
DUFFIELD HARRISON LLP,2,17,42,131,50,0,67,0,2,126,33,470
PETER ALAN LIMITED,0,0,0,0,0,0,0,0,0,468,2,470
PETER BROWN & CO,3,35,3,108,62,0,23,0,1,162,73,470
CIRCLE ANGLIA LIMITED,0,0,0,0,0,0,0,0,0,281,188,469
PRINCE EVANS,0,29,6,103,34,0,8,0,3,199,86,468
HETHERTONS SOLICITORS LTD,4,8,3,99,81,0,10,0,1,177,84,467
DAVID BUNN & CO,8,5,10,83,97,0,8,0,21,163,70,465
DEVONALDS,13,0,11,128,84,0,13,0,5,174,34,462
HOWELL JONES LLP,2,16,3,90,51,0,11,0,0,209,79,461
ATLANTIC ELECTRICITY & GAS,0,0,0,0,0,0,0,0,0,459,1,460
ABENSONS & CO,7,5,3,86,91,0,12,0,10,207,38,459
HADGKISS HUGHES & BEALE,5,7,6,109,81,0,9,0,3,182,57,459
A V RILLO & CO,0,4,1,65,71,0,9,0,5,224,79,458
AST HAMPSONS,5,3,9,77,69,0,22,0,1,215,57,458
BPE SOLICITORS LLP,0,16,2,76,69,1,20,0,7,220,47,458
ROGERS & NORTON LIMITED,6,11,18,104,78,0,65,0,9,125,41,457
STOCKPORT MBC,0,0,1,4,2,0,1,0,7,404,38,457
BERRY & BERRY LLP,1,14,6,84,49,0,10,0,8,213,71,456
INGRAM WINTER GREEN,0,14,1,78,46,0,8,0,16,233,60,456
JOHN W DAVIES & CO,4,14,1,119,94,1,13,0,5,132,71,454
ANDREW JACKSON,2,8,16,121,49,1,26,0,9,169,49,450
BEVERLEY MORRIS & CO,0,35,3,106,58,0,2,0,0,171,75,450
DUNN & BAKER,3,3,41,107,57,1,39,0,3,145,51,450
Kenneth Elliott & Rowe,1,23,2,82,46,0,10,0,2,195,89,450
BIRD & CO,1,27,6,119,88,0,50,0,3,108,47,449
GUNNERCOOKE LLP,4,5,4,134,69,0,5,0,6,161,61,449
HAYES & STORR,23,5,4,89,30,0,6,0,27,208,57,449
T G Baynes & Co,1,5,2,86,69,0,12,0,3,211,60,449
WILLIAM HEATH & CO,3,9,0,65,27,0,8,0,1,220,116,449
PORTNER & JASKELL LLP,1,22,4,55,39,0,17,0,2,217,91,448
Suremove Property Lawyers,2,12,12,68,68,0,62,0,53,108,63,448
WALDRONS,4,2,12,96,93,0,9,0,3,178,51,448
ATTWATERS JAMESON HILL SOLICITORS,5,16,11,88,48,1,17,0,7,180,74,447
HARRISON DRURY,2,15,5,115,51,0,7,0,4,193,55,447
KIRKLEES METROPOLITAN BC,0,0,0,25,1,0,2,0,0,352,67,447
Peter Lynn & Partners,5,1,34,140,66,0,24,0,3,122,52,447
ALEXANDER JLO,0,35,17,86,48,0,63,0,0,142,55,446
Sydney Mitchell LLP,2,11,8,111,67,0,6,0,4,181,56,446
WOLVERHAMPTON CITY COUNCIL,0,0,0,5,0,0,0,0,28,278,135,446
HODDERS LAW LIMITED,0,20,1,71,64,0,6,0,12,194,77,445
CAMPIONS SOLICITORS (NOTTINGHAM),5,2,15,112,117,0,24,0,9,114,46,444
DAVID DURN & CO,2,10,3,71,75,0,11,1,71,129,71,444
WINDER TAYLOR FALLOWS,3,4,3,102,64,0,3,0,5,191,68,443
CLARK BROOKES TURNER CARY LIMITED,1,12,7,148,61,0,4,0,8,147,54,442
CLIFTON INGRAM LLP,3,5,3,73,44,0,17,0,20,215,62,442
Spearing Waite,2,17,9,87,30,4,15,0,37,179,61,441
Batchelor Sharp,4,7,8,101,90,0,20,0,1,136,73,440
BRIGHT (SOUTH WEST) LLP,1,28,31,95,64,0,49,0,2,112,58,440
CABOT FINANCIAL (EUROPE) LIMITED,0,0,0,0,0,0,0,0,0,440,0,440
GREGORY ABRAMS DAVIDSON LLP,5,12,7,122,73,1,12,0,6,153,49,440
FREEDOM FINANCE LTD,0,0,0,0,0,0,0,0,0,421,18,439
WSL LIMITED,0,0,0,91,0,0,0,0,0,348,0,439
Buckles Solicitors LLP,6,1,6,91,41,0,7,0,3,242,38,435
INSIGHT LAW,0,3,1,91,85,0,8,0,2,148,97,435
PINKNEY GRUNWELLS,6,3,10,107,51,0,10,0,8,187,52,434
WHITFIELDS,3,26,15,59,53,0,44,0,29,150,55,434
NORRIE WAITE & SLATER,5,0,6,114,81,0,10,0,12,137,68,433
BERRY REDMOND GORDON & PENNEY LLP (BRGP),3,6,1,73,62,0,14,0,8,186,79,432
KNIGHT FRANK LLP,0,0,0,0,0,0,0,0,0,238,193,431
THE ROYAL BANK OF SCOTLAND PLC,0,0,0,217,1,0,0,0,0,192,21,431
LATIMER LEE,3,6,2,73,100,0,22,0,5,154,65,430
HOBSON & LATHAM,0,4,3,75,72,0,13,0,1,164,97,429
KINGSLEY NAPLEY,0,2,1,42,13,0,10,0,5,312,44,429
WRIGLEYS,7,3,4,70,18,1,13,0,20,247,46,429
ANGELA VINEY CONVEYANCING SERVICES,3,2,8,116,80,0,14,0,1,153,51,428
EMSLEYS,1,14,17,73,56,0,45,0,6,169,47,428
PIGOTTS SOLICITORS,0,2,3,100,68,0,6,0,0,184,65,428
Peter Peter & Wright,9,0,14,120,54,3,16,0,16,143,52,427
Bray & Bray,2,9,4,122,72,0,13,0,5,158,41,426
FUNNELL & PERRING,0,6,1,97,67,0,5,0,0,170,78,424
LANCASHIRE LAW LIMITED,2,1,6,98,57,0,9,0,6,174,71,424
MUCKLE LLP,0,6,3,39,35,2,13,0,6,248,72,424
RISEAM SHARPLES,0,113,0,117,6,4,98,0,0,63,23,424
WINTERBOTHAM SMITH PENLEY (WSP),6,6,6,109,70,0,9,0,5,149,64,424
AWB CHARLESWORTH,5,1,9,92,71,0,9,0,6,180,50,423
CULLIMORE DUTTON SOLICITORS,4,9,5,76,28,1,68,0,53,118,61,423
DKLM,0,12,0,112,63,0,20,0,1,157,58,423
AMICUS HORIZON LTD,0,0,0,1,0,0,0,0,4,265,151,421
CANTOR LAW LIMITED,0,0,0,63,26,0,0,0,1,268,63,421
LONDON BOROUGH OF WALTHAM FOREST,9,0,0,8,2,0,0,0,0,375,26,420
COOK & TALBOT,7,6,3,91,82,0,8,0,15,152,55,419
PAYPLAN PARTNERSHIP,0,0,0,182,0,0,0,0,0,237,0,419
PICTONS,3,7,16,99,72,0,14,0,3,144,60,418
WANDSWORTH LONDON BOROUGH,0,0,0,3,0,0,0,0,2,411,2,418
REDROW HOMES,0,0,5,28,19,0,8,0,38,271,48,417
ELLISON & THOMAS,3,3,2,89,84,0,13,0,5,166,51,416
GOUGHS,5,2,10,89,40,0,18,0,12,168,72,416
HART BROWN,3,7,4,85,55,0,8,0,5,182,67,416
KEARNS LEGAL SERVICES LIMITED,0,0,0,127,0,0,0,0,0,289,0,416
BAKER & MCKENZIE LLP,0,2,2,17,33,0,11,0,0,318,31,414
MAGDALENE HAYWOOD T/A KEYSTONE LAW,1,25,5,60,26,0,11,0,6,214,65,413
HCB BERRY & BERRY LTD,10,0,1,76,65,0,10,0,14,194,39,409
SIMPSON JONES LLP,4,1,4,105,111,0,15,0,3,111,55,409
APEX LAW LLP,2,10,5,96,65,0,11,0,0,146,72,407
HERTFORDSHIRE COUNTY COUNCIL,1,1,0,13,2,0,1,0,2,370,17,407
LEWIS & DICK,0,7,5,80,84,1,7,0,1,146,76,407
Mason Baggott & Garton,3,0,2,93,82,0,8,0,5,153,61,407
WHITEHEADS (NEWCASTLE-UNDER-LYME),1,4,70,92,26,0,109,0,2,73,30,407
Blanchards Bailey LLP,4,11,5,84,49,0,10,0,4,168,71,406
GULLANDS,1,3,13,89,42,3,8,0,4,183,60,406
BROOKSTREET DES ROCHES,0,12,0,107,7,0,35,0,11,202,31,405
COOKE PAINTER LIMITED,5,1,9,109,61,0,11,0,9,126,74,405
ANSONS,6,6,12,83,54,0,12,0,10,168,52,403
W W & J MCCLURE,20,1,0,119,8,0,2,0,0,214,39,403
BARWELLS,4,5,6,92,44,0,3,0,1,177,70,402
BOYES TURNER,2,11,4,89,30,1,43,0,12,163,47,402
THE FOSTER PARTNERSHIP LIMITED,4,19,43,91,57,0,65,0,4,84,35,402
HANSELLS SOLICITORS,18,3,8,89,34,0,11,0,17,171,50,401
RED KITE LAW,16,4,9,87,42,0,6,0,12,169,56,401
Beviss & Beckingsale,2,5,7,79,64,0,9,0,6,161,67,400
BRIGHTSTONE LAW LLP,2,1,2,123,147,0,1,0,0,109,15,400
Peter Robinson & Co,3,1,1,46,62,0,5,0,18,192,72,400
SWEENEY MILLER SOLICITORS,10,7,17,149,92,0,32,0,2,66,25,400
ARCHERS LAW LLP,1,11,54,74,43,1,72,0,2,107,34,399
THE AGRICULTURAL MORTGAGE CORP PLC,0,0,0,16,171,0,0,0,1,208,3,399
DONALD RACE & NEWTON,2,0,3,159,46,1,4,0,6,119,58,398
COLLINS BENSON GOLDHILL LLP,0,6,1,62,18,0,8,0,2,254,44,395
STOKE ON TRENT CITY COUNCIL,0,0,2,21,10,1,0,0,1,323,37,395
HSR LAW,6,1,10,113,49,0,8,0,2,156,49,394
THOMPSON & JACKSON,1,6,4,95,73,0,6,0,8,151,50,394
WHOLLEY GOODINGS LLP,2,8,11,122,75,0,23,0,6,107,39,393
CROFTONS SOLICITORS LLP,3,23,40,68,21,0,38,0,3,141,55,392
HUNT & COOMBS LLP,1,3,10,135,40,0,7,0,5,139,52,392
MULLIS & PEAKE,0,10,1,77,42,3,4,0,6,185,64,392
REEDS RAINS LTD,0,0,0,0,0,0,0,0,0,390,2,392
Biscoes,3,6,3,68,50,0,7,0,13,181,60,391
JOHN D WOOD & CO,0,0,0,0,0,0,0,0,0,389,2,391
MEABY & CO,0,8,1,80,53,0,6,0,10,167,66,391
SMITH RODDAM,5,0,13,94,57,1,26,0,5,152,38,391
BLUNTS (JOHN BURKE TRADING AS BLUNTS),2,89,3,46,29,0,136,0,0,72,13,390
CURWENS,2,17,7,103,65,0,10,0,3,143,40,390
DF LEGAL LLP,5,2,4,66,52,0,6,0,5,177,72,389
HUGHES PADDISON,1,7,6,60,39,0,87,0,2,123,64,389
ONE HOUSING GROUP,0,0,0,6,1,0,0,0,0,303,79,389
SYMES BAIN BROOMER,12,4,5,93,67,0,14,0,16,140,38,389
COLMAN COYLE,0,12,1,86,71,0,10,0,4,157,47,388
Everys,6,4,15,97,55,0,8,0,1,149,53,388
Gill Akaster,3,5,7,109,67,1,9,0,7,133,47,388
Greene & Greene,10,1,10,70,44,0,8,0,6,177,62,388
MORTONS,2,15,5,97,96,0,24,0,3,102,44,388
Hutchinson Thomas,7,3,8,97,66,0,10,0,8,154,34,387
Risdon Hosegood,2,4,12,90,35,0,14,0,9,154,67,387
ASCOT LTD,0,0,0,0,0,0,0,0,0,384,2,386
BONNETTS,1,6,9,105,45,1,3,0,7,147,62,386
HUGHES GRIFFITHS PARTNERSHIP,46,0,2,140,2,0,0,0,0,183,12,385
WACE MORGAN,9,3,11,84,24,0,26,0,14,167,47,385
WARE & KAY LLP,5,16,9,107,72,0,13,0,9,120,34,385
GRANT SAW,1,15,1,77,20,0,12,0,1,180,77,384
Mander Hadley & Co,4,5,10,77,68,0,6,0,5,153,55,383
BREWER WALLACE LTD,6,5,6,131,65,0,8,0,2,122,37,382
MIRESH PROPERTY COMPANY LIMITED,0,0,0,0,0,0,0,0,0,382,0,382
A QUICK FINANCIAL GROUP,0,0,0,16,4,0,0,0,0,340,21,381
PAUL CROWLEY & CO,6,4,6,101,64,0,8,0,2,140,50,381
BOWCOCK & PURSAILL,8,3,5,89,61,0,15,0,5,144,49,379
COATES SOLICITORS,3,7,6,103,72,0,9,0,7,119,53,379
CROWN PROSECUTION SERVICE ( CPS ),0,0,0,369,0,0,0,0,0,5,3,377
EVOLUTION LENDING LIMITED,0,0,0,377,0,0,0,0,0,0,0,377
PINNEY TALFOURD LLP,4,3,4,89,44,0,8,0,3,169,53,377
GRIFFITH SMITH FARRINGTON,3,30,0,60,12,0,6,0,5,210,50,376
Taylor Vinters,11,8,3,59,20,0,52,0,2,158,63,376
DUDLEY METROPOLITAN B C,0,0,0,14,0,0,0,0,5,328,28,375
LB OF HARINGEY URBAN ENVIRONMENT,0,0,0,0,0,0,0,0,2,359,14,375
APERTURE DEBT SOLUTIONS LLP,0,0,0,374,0,0,0,0,0,0,0,374
BRADDON AND SNOW LIMITED,2,16,10,77,61,0,19,0,3,125,61,374
PERCY HUGHES & ROBERTS,2,1,1,74,78,0,2,0,7,150,59,374
Charles French & Co,3,11,22,97,52,1,45,0,15,93,34,373
LONDON BOROUGH OF TOWER HAMLETS,2,0,0,0,0,0,0,0,1,337,33,373
RIX & KAY,3,13,4,65,38,0,4,0,1,175,70,373
SOUTHERN GAS NETWORKS PLC,0,0,0,0,0,0,0,0,0,342,31,373
JWK LEGAL GROUP LTD T/A JWK SOLICITORS,2,49,2,70,71,0,9,0,5,132,32,372
HRJ FOREMAN LAWS LLP,2,3,5,69,39,0,6,0,13,177,57,371
